Ticker,Date,Sector,Industry,Open,High,Low,Price,Vol,Change%,Return_1M,Return_3M,Return_6M,Return_1Y,Volatility,RSI_14,SMA_50,SMA_200,Price_to_SMA50,Price_to_SMA200,Avg_Volume_3M,Volume_Trend,Max_Drawdown,Sharpe_Ratio,Market_Cap,PE_Ratio,EPS,Revenue_Growth,Profit_Margin,Dividend_Yield,Payout_Ratio,Debt_to_Equity,ROE,Factor_Score
C2PU.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Healthcare Facilities,3.570327502303504,3.618187074409629,3.570327502303504,3.6086151599884033,729600,1.617241517058532,-0.0052771681460596,-0.0904761638642057,0.1143860337855136,0.0970834666425828,0.1811820932415567,57.80554179140898,3.553922615051269,3.456450018882752,1.015389346044144,1.044023532894839,1102400.0,0.6618287373004355,-0.0904761638642057,0.6016270687947539,2636718592,17.565216,0.23,0.059,0.97758,4.37,0.4284,53.718,0.09431,59.78819437695185
K71U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Office,0.791949132726992,0.8011046051979065,0.791949132726992,0.8011046051979065,4419500,1.1560732795898645,0.0174418428602789,-0.0837695157265961,0.0704923954153062,-0.0009467004523363,0.1532186315918222,60.059673759036585,0.7984494864940643,0.7913561242818833,1.003325343367056,1.012318702815208,6733429.714285715,0.6563519911143563,-0.1071427622409676,0.070030383935951,4583455232,8.409091,0.11,0.052,1.1386399,5.64,0.6287,62.54,0.086540006,59.066515128495496
C07.SI,2024-12-30 00:00:00+08:00,Industrials,Conglomerates,27.2941279849842,27.2941279849842,27.083363174048905,27.2653865814209,47800,-0.1053041009689503,0.0060091369678147,0.0311593762772353,0.0948204384240063,0.021086435284271,0.209456348262596,48.16800621283037,27.130114555358887,25.47966938972473,1.0049860469916554,1.0700840016557005,196108.4126984127,0.2437427305758153,-0.0319728503845722,0.2038730865687341,13173226496,10.318886,3.23,-0.089,0.046719998,4.3,0.44439998,39.238,0.12919,58.80655715895763
J69U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Retail,2.0090808868408203,2.018557900895108,1.9901273106211483,2.0090808868408203,2277700,0.0,-0.0093458954733456,-0.053006467366428,0.0225751280661676,-0.0055912874051061,0.1327917710595256,48.87093877986256,2.0281578373909,2.039714595079422,0.990593951714024,0.9849813751823406,3758269.8412698414,0.6060501497227279,-0.0962302314010781,0.0240507318174393,4582106112,22.5,0.1,0.135,0.44132,8.05,1.1683,54.53,0.044899996,58.69834558839914
5DD.SI,2024-12-30 00:00:00+08:00,Technology,Semiconductor Equipment & Materials,1.573621409608401,1.6020604372024536,1.573621409608401,1.6020604372024536,8400,1.807235532794116,0.0242425655845135,0.0681050590006524,0.1023392887345651,-0.0698766157356083,0.3004636688813317,61.48555602712271,1.553053812980652,1.4591146367788317,1.031555007181462,1.097967491258392,16657.14285714286,0.5042881646655231,-0.1386049240643625,-0.091463091764089,268331536,19.3,0.1,0.145,0.19429001,3.11,0.6309,4.297,0.26204002,58.6508226867911
C38U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Retail,1.814828093215536,1.8241828680038448,1.8054732069095127,1.8241828680038448,10687300,0.5154664569435363,-0.0151514615187825,-0.0801886537272535,0.0262055237708065,0.0188229532250467,0.1752389736041162,51.25367433236063,1.8462600946426388,1.8446198850870128,0.9880421904243848,0.9889207433746144,25139760.253968254,0.4251154303793742,-0.1013824600643595,0.1935296667770546,18046191616,18.384617,0.13,0.047,0.57887,4.85,0.8143,62.3,0.059070002,58.41291515467897
A17U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Industrial,2.3593695163726807,2.3685499339897564,2.341008681138529,2.3593695163726807,6665600,0.0,-0.0265151049373018,-0.1013985652034783,0.036733435429147,-0.0917791987157042,0.1605254571514983,46.49018765289939,2.4039862728118897,2.43100504398346,0.9814405111444244,0.9705325466978888,10967001.984126983,0.6077868873961554,-0.1346800649030634,-0.5195974693886338,11852717056,15.117646,0.17,0.063,0.4954,3.32,0.89419997,73.536,0.07369,58.168040760238696
J36.SI,2024-12-30 00:00:00+08:00,Industrials,Conglomerates,38.54817967929493,38.93915557861328,38.52025409758142,38.93915557861328,135800,0.9654943484970646,-0.043448339131899,0.0709165511749727,0.2398219349507013,0.088339765886277,0.2384058539738528,48.10143800237639,38.6455493927002,35.309923868179325,1.0075974126523493,1.1027822015131716,275119.1904761905,0.4936042439095228,-0.0918366629741667,0.4737390485873899,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,57.960786201269336
ME8U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Industrial,2.0596647849893266,2.0596647849893266,2.041192472853691,2.050428628921509,2382100,0.0,-0.0472102875910968,-0.0735180051701278,0.0830732577295871,-0.0628100243480709,0.1628845075679859,42.27295209187536,2.117204427719116,2.0795202273130418,0.9684603914844702,0.9860104277854886,5341013.444444444,0.4460014985503895,-0.1205658608675004,-0.3170010461621791,5708374016,16.666668,0.12,-0.081,0.49268,6.49,1.1496,52.571,0.06513,56.81605034071012
H78.SI,2024-12-30 00:00:00+08:00,Real Estate,Real Estate - Development,4.116463607571401,4.18165618479113,4.116463607571401,4.163029670715332,1232900,1.360532449802454,-0.011061984242928,0.2179834529866453,0.4250710311031884,0.3748432131798407,0.2808262520629193,49.61890034244308,4.164892826080322,3.3814607787132265,0.9995526522667466,1.2311335080158825,4459976.666666667,0.2764364238078973,-0.0969697903736352,1.2722218660079505,17251215360,13.827587,0.58,-0.323,0.87233,3.12,0.3987,19.919,0.04164,56.41197662190799
C6L.SI,2024-12-30 00:00:00+08:00,Industrials,Airlines,6.099528404992744,6.1089701652526855,6.061760463494225,6.1089701652526855,2722900,0.1547964381105826,0.0237341402957547,-0.0333059253652633,0.0149736560338793,0.0647120107134064,0.1717504385469715,68.02281429951366,5.979611845016479,5.911443319320679,1.0216332303147764,1.0334143178344313,4062966.1746031744,0.6701754046145715,-0.0566391083067255,0.4526157582903937,20815634432,17.368422,0.38,0.019,0.11535,5.3,0.9259,68.227,0.15387,55.913980712584845
N2IU.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Office,1.1308894344166869,1.140159010887146,1.1308894344166869,1.140159010887146,3803400,0.8196729951801318,-0.0080645244928856,-0.15616481116123,0.0323354057365932,-0.1528625502039601,0.2289372011434948,52.06387771786824,1.162630832195282,1.173594024181366,0.9806715763199702,0.9715105798041682,13697744.444444444,0.2776661526593592,-0.1837410426211851,-0.6105204405698641,7076749312,10.307693,0.13,-0.02,0.77168,5.99,0.6104,61.463,0.07288,55.402921925037006
BN4.SI,2024-12-30 00:00:00+08:00,Industrials,Conglomerates,6.5185743590933,6.52811861038208,6.48994251541686,6.52811861038208,2333600,0.0,0.0163447124259916,0.0316742043939866,0.1032856021763899,0.025541574996498,0.1618295473618806,57.8314909212084,6.3315113544464126,6.209496009349823,1.0310521840567493,1.051312151671005,3146064.396825397,0.7417521403423174,-0.030973553114502,0.2364699263962641,22284611584,22.107143,0.56,0.055,0.13373,2.75,0.6115,102.233,0.08948,55.399977747788256
T82U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Diversified,1.0937394716107045,1.1030876636505127,1.0937394716107045,1.1030876636505127,3175600,0.8547075619259381,0.0260871647982232,-0.1008437330254967,0.1323344804089066,-0.0015710088444776,0.2135725085497888,49.41551218497391,1.1010576701164243,1.0652310076355933,1.0018436759392209,1.035538447288487,8756344.444444444,0.3626627550055769,-0.1270963165843087,0.0983722336671944,4418172416,30.0,0.05,0.165,0.29666,5.61,1.2045,62.067,0.02769,55.31502739474024
C52.SI,2024-12-30 00:00:00+08:00,Industrials,Railroads,1.3829458329591844,1.4018902778625488,1.3829458329591844,1.4018902778625488,3388500,0.6802735066091969,0.013698658476561,-0.0198675077202707,0.124162845821389,0.1122718595288017,0.1419994988046996,56.60697453175924,1.3909024667739869,1.3320184844732283,1.0078997710846302,1.0524555734051635,4408128.571428572,0.768693549902939,-0.0263157611484198,0.819959611198514,3185142016,13.363637,0.11,0.117,0.04553,5.78,0.76839995,61.11,0.09054,55.30162795272556
1D0.SI,2024-12-30 00:00:00+08:00,Consumer Cyclical,Restaurants,0.3030866980552673,0.3030866980552673,0.2984944525476443,0.3030866980552673,186900,0.0,0.0153846737538603,0.0153846737538603,0.0312501204150754,0.1206355398055341,0.2012350107238091,58.73343344351649,0.2966575646400451,0.287014626711607,1.021671901146438,1.0559973947244492,173311.11111111112,1.078407488139505,0.0,0.6660638201970208,485516352,13.0,0.03,0.012,0.10325,5.13,0.7491,73.889,0.18847,54.80260088256054
C41.SI,2024-12-30 00:00:00+08:00,Consumer Cyclical,Luxury Goods,2.777572631835937,2.777572631835937,2.777572631835937,2.777572631835937,0,0.0,0.0283688062210658,-0.0365448548943589,0.1067632829589093,-0.0771399569479258,0.286743737148842,59.98929072352851,2.7325567293167112,2.840495928525925,1.0164739132535712,0.977847777897488,338.0952380952381,0.0,-0.1272380755460764,-0.1371081980687188,572901312,8.65,0.4,0.135,0.07221,0.58,0.05,38.668,0.16595,54.45721706332352
S63.SI,2024-12-30 00:00:00+08:00,Industrials,Aerospace & Defense,4.5001538334410345,4.539285569398054,4.5001538334410345,4.529502868652344,3626100,0.6521743507051259,0.028888983002473,0.0023162136538532,0.1061330693876363,0.2481685904608104,0.1728313117389241,58.35711161016253,4.479101324081421,4.1937837266922,1.0112526020119137,1.080051610631085,4605805.095238095,0.7872890678220396,-0.0289412444935496,1.369347053211097,34104918016,72.93333,0.15,0.117,0.03748,2.19,1.1557,165.437,0.16886,54.11940173315417
U14.SI,2024-12-30 00:00:00+08:00,Real Estate,Real Estate - Development,5.001230855634418,5.04000005124668,4.991538787813987,5.010923385620117,600000,0.1938056743197025,-0.0281954297941261,-0.0701438433552117,-0.0076774518383995,-0.1408208743382419,0.1761091935063662,38.42548215506444,5.165612363815308,5.248480567932129,0.9700540870471088,0.9547379133375342,783984.126984127,0.7653216172986982,-0.1815465590418441,-0.7736682910677195,8442507776,17.508772,0.57,0.106,0.14895001,1.8,0.3158,27.901,0.037130002,53.62443700616978
V03.SI,2024-12-30 00:00:00+08:00,Technology,Electronic Components,12.261029288099015,12.335848619395188,12.242324901233363,12.270381927490234,199100,-0.606054238737308,0.021011618560653,-0.0655270630440304,-0.0633003288604852,0.0141434650772169,0.1821185050287608,52.07103471128814,12.282352905273438,12.794388303756714,0.999025351422848,0.9590440462001126,572643.4126984127,0.3476858295842436,-0.1410072539944905,0.1680218097303258,4590030336,20.189873,0.79,-0.058,0.089549996,4.7,0.953,0.702,0.07998,52.89826041756854
Y92.SI,2024-12-30 00:00:00+08:00,Consumer Defensive,Beverages - Wineries & Distilleries,0.5031413806506131,0.5031413806506131,0.4985673725605011,0.4985673725605011,6118500,-0.909094463040816,-0.0267857038973611,0.0186916018742446,0.2386364292632854,0.0959332574635363,0.2164243074334085,44.70624338476424,0.4943592667579651,0.4632271875441074,1.008512242179929,1.0762912582997488,29150942.063492063,0.2098903008579836,-0.0840336663576787,0.5310901358486042,10932283392,10.875,0.04,-0.053,0.07577,5.75,0.6107,108.676,0.14005,52.255474639729364
G13.SI,2024-12-30 00:00:00+08:00,Consumer Cyclical,Resorts & Casinos,0.7198711202683739,0.7246071100234985,0.7151351305132491,0.7246071100234985,16991000,0.0,-0.0064935229443885,-0.1257143144810405,-0.0551261212463618,-0.1901310071711727,0.216747656252856,45.40972411811623,0.7480976450443267,0.7887282213568687,0.9685996404661368,0.9187031608643836,27903262.07936508,0.6089252199858426,-0.243612866649179,-0.8628445979104449,8218415616,22.666668,0.03,0.054,0.15919,5.88,1.2384,0.031,0.04731,51.418342794965795
S58.SI,2024-12-30 00:00:00+08:00,Industrials,Airports & Air Services,3.5902310514340723,3.6295760107076855,3.570558571797265,3.619739770889282,2044200,0.5464451561105754,-0.0315789077538104,0.0233778267055679,0.3115302844822796,0.3595716472649459,0.2596185128104986,48.06851583422243,3.7096437120437615,3.158362329006195,0.9757648043496474,1.146081226224688,5195784.952380952,0.3934342969801419,-0.0787048518901514,1.310768245880375,5499188224,20.555555,0.18,0.091,0.04259,1.49,0.3039,144.476,0.09986,51.40750227181229
E5H.SI,2024-12-30 00:00:00+08:00,Consumer Defensive,Farm Products,0.2514677345752716,0.2563036481133625,0.2466318210371807,0.2514677345752716,3077200,0.0,-0.0545455136259017,-0.0714285792891606,-0.0370371511611385,0.0039248678355368,0.2220452994929785,38.55300106353175,0.2673295587301254,0.2623925147950649,0.9406656554172274,0.9583647413558049,9185080.952380951,0.3350215437352601,-0.1186440341593372,0.1281908216802712,3804502016,7.5000005,0.04,0.135,0.0309,3.17,0.19780001,56.73,0.07966,51.407179629353095
F03.SI,2024-12-30 00:00:00+08:00,Consumer Defensive,Beverages - Non-Alcoholic,0.9164299368858336,0.921105595279068,0.9164299368858336,0.9164299368858336,158400,-0.5076167424678313,0.0,-0.0150753250573527,0.0,-0.0674992077607605,0.2472461381494851,38.69495881839294,0.9417720091342926,0.983809880912304,0.9730910751193866,0.93151121437814,262687.3015873016,0.60299831412809,-0.2668615040590938,-0.160164349631435,1764577024,40.125,0.08,0.217,0.05223,2.75,0.8785,30.853,0.09629,51.245997547724
42R.SI,2024-12-30 00:00:00+08:00,Consumer Cyclical,Restaurants,0.2579592168331146,0.2579592168331146,0.2579592168331146,0.2579592168331146,2700,0.0,0.0,0.0,0.0999999936457873,0.0384894402378539,0.2144938537513524,54.79230872176438,0.2583344292640686,0.2453873059898614,0.998547570945062,1.051232930703321,65076.19047619047,0.0414898287721352,-0.0350876312897514,0.2822295867934966,165375696,27.500002,0.01,-0.004,0.04551,2.73,0.7143,113.949,0.14774,50.61187785253303
C09.SI,2024-12-30 00:00:00+08:00,Real Estate,Real Estate - Development,5.014617443084717,5.024411842168032,4.985235179880077,5.014617443084717,883900,0.0,-0.017274485262222,-0.0518518992687394,-0.0210325409123549,-0.2186002216751714,0.1820473287996897,42.65656322943121,5.090228691101074,5.311232361793518,0.9851458053056548,0.944153277713378,1491574.603174603,0.5925952333317726,-0.2197752171778596,-1.2633224627652049,7522442752,12.382353,0.68,0.111,0.17554002,2.97,0.1178,132.321,0.063779995,50.58068354544663
D01.SI,2024-12-30 00:00:00+08:00,Consumer Defensive,Grocery Stores,1.9305150508880613,1.938908586756883,1.9137279791504185,1.9305150508880613,241500,0.0,-0.0909091215289208,0.0599078395303567,0.2595192304102676,0.0519668301445093,0.3319174778184432,42.54945497803669,2.0060569167137148,1.7000501906871797,0.9623431094121672,1.1355635624544267,990985.7142857144,0.2436967521515374,-0.1187738225175037,0.3160931761956339,5969599488,25.941175,0.17,0.004,0.02646,3.17,0.6055,799.562,0.53568,50.30665039173179
F34.SI,2024-12-30 00:00:00+08:00,Consumer Defensive,Packaged Foods,2.94063849546148,2.950186014175415,2.9310909767475457,2.950186014175415,2988900,0.6514619826910817,0.009803863963645,-0.0776119362932349,0.0263148989450352,-0.0729523570496097,0.1899827347584965,54.58312670927166,2.967371711730957,2.994342348575592,0.9942084446354996,0.985253411514157,4462683.396825396,0.6697539875058588,-0.0938417446661861,-0.3043610665215379,23722385408,13.103449,0.29,0.03,0.02004,3.68,0.4759,124.042,0.065630004,49.73226431654654
P34.SI,2024-12-30 00:00:00+08:00,Consumer Defensive,Confectioners,0.7693418577488427,0.7693418577488427,0.7597250938415527,0.7597250938415527,201900,-1.249994770447438,-0.0246913306292251,-0.091953992690506,-0.0663610907559868,-0.2522334895659411,0.216673896052354,45.36630719911224,0.7925182771682739,0.7999931064248085,0.9586215431599968,0.9496645505319232,304849.20634920633,0.6622946551769024,-0.2522334895659411,-1.2319846788637363,577543360,13.5,0.07,-0.005,0.06645,4.55,0.4037,6.219,0.12222,49.713596333044315
M44U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Industrial,1.1771414279937744,1.186410249435216,1.1678726065523326,1.1771414279937744,7258300,0.0,-0.0078124419105877,-0.1169760318721339,-8.131331844307699e-05,-0.2101922270315683,0.1959823210645729,45.31718952475704,1.2007682275772094,1.2262281554937362,0.9803235969766566,0.9599693358205454,18843678.253968254,0.3851848828119047,-0.223809587442078,-1.1061087974809083,6184197632,40.333336,0.03,-0.031,0.27069,6.11,2.2846,78.425,0.02684,49.62789639846942
BVA.SI,2024-12-30 00:00:00+08:00,Healthcare,Medical Instruments & Supplies,0.3996421098709106,0.409389469193555,0.3996421098709106,0.3996421098709106,1728300,-1.2048214074427688,0.1714285215106363,0.322580626071965,0.2615384586438118,0.5769230362170676,0.561589929945122,59.7282365249564,0.3494431674480438,0.30175416842103,1.1436540962854296,1.324396318904533,3565807.936507937,0.4846867892981799,-0.0465116394820527,1.0717376000372736,1428355840,17.800001,0.01,0.137,0.03845,0.85,0.2791,18.012,0.02849,49.43602900067786
QC7.SI,2024-12-30 00:00:00+08:00,Healthcare,Medical Care Facilities,0.2687902450561523,0.2687902450561523,0.2687902450561523,0.2687902450561523,54500,0.0,-0.0175439208031235,-0.0175439208031235,0.1597257194790975,0.1399559430245998,0.3171360609441524,47.66573339384437,0.2767579668760299,0.2531320035457611,0.9712105060251196,1.0618580080395108,433765.07936507935,0.1256440469568781,-0.1111111111111113,0.5694129735898863,529632320,56.0,0.01,0.185,0.04721,1.46,1.1223999,138.767,0.081190005,48.816003667327415
U96.SI,2024-12-30 00:00:00+08:00,Utilities,Utilities - Diversified,5.253030730441206,5.329857892894604,5.243427621336582,5.320254325866699,2648900,1.651365882643829,0.0715667196237035,0.0,0.2071084645623502,0.0871816348695357,0.2287859366701505,58.87886700889487,5.088814096450806,4.895471963882446,1.0454801894958812,1.0867704615853568,2827510.9523809524,0.9368310307585016,-0.0229277902942229,0.4789163386468267,10934700032,10.982143,0.56,,0.16968,4.07,0.4109,165.411,0.17701,48.16828850180338
9CI.SI,2024-12-30 00:00:00+08:00,Real Estate,Real Estate Services,2.502825616778731,2.5314841270446777,2.502825616778731,2.5314841270446777,7019200,1.532577821331671,-0.0328466269001599,-0.1506409261615816,0.003787857660048,-0.1047751026326969,0.2245543904127906,45.32545525259781,2.638474974632264,2.587758402824402,0.959449739483507,0.9782536593376324,8675142.984126983,0.8091163468824799,-0.1587301499266114,-0.3808794861125991,13878474752,92.666664,0.03,-0.246,0.06798,4.32,4.1379,61.735,0.01217,45.09479140229752
CC3.SI,2024-12-30 00:00:00+08:00,Communication Services,Telecom Services,1.1567563326086792,1.1567563326086792,1.1472747325897217,1.1472747325897217,539400,-0.8196771994159469,-0.0081967719941594,-0.0162601617705938,0.0077335707040526,0.1555026152388388,0.1752285815257719,46.50844641563334,1.150688142776489,1.1410303300619125,0.9970335922828482,1.0054725999504943,762850.7936507936,0.7070845367002638,-0.0472440921496648,0.9110773696402008,1758758400,25.5,0.04,-0.031,0.03672,5.88,1.3778,278.289,0.13003999,44.98626617830927
546.SI,2024-12-30 00:00:00+08:00,Healthcare,Medical Instruments & Supplies,0.1389999985694885,0.1430000066757202,0.1379999965429306,0.1379999965429306,6170300,-0.7194259257909064,0.0375939487393344,-0.0416666494199512,0.0072992851575515,-0.2659574400628509,0.4004738179311594,51.74794956004997,0.1356000009179115,0.1389649998769163,1.0176990826605672,0.99305578142093,2378314.285714286,2.594400595860213,-0.2774869277417726,-0.5771284178761985,61574968,36.9000005,-1.14,0.471,-0.06126,1.155,0.0,21.31,-0.04631,44.24589428193516
1J4.SI,2024-12-30 00:00:00+08:00,Industrials,Aerospace & Defense,0.2849999964237213,0.2849999964237213,0.2849999964237213,0.2849999964237213,0,0.0,-0.0172413633637983,-0.0338982742636121,-0.0952380997433594,-0.1093749912688506,0.3891587863151831,58.08731495487682,0.281799994111061,0.3104749973118305,1.01135557977123,0.9179483014455976,9468.253968253968,0.0,-0.1857142820650217,-0.1009072108115862,115646728,28.0,0.01,-0.103,0.06229,3.09,0.0,19.367,0.040939998,43.55771684653482
QES.SI,2024-12-30 00:00:00+08:00,Basic Materials,Specialty Chemicals,0.4131483004152198,0.4178431630134582,0.4131483004152198,0.4178431630134582,312400,1.1363592918884446,-0.0326087099018421,-0.0631579214646406,0.1410255899005998,0.1829113586569886,0.2208777183245393,42.1379476084888,0.4256366550922393,0.3879963937401771,0.9816898004776112,1.0769253780571684,241287.3015873016,1.2947220924801497,-0.0918367723685513,0.870100551192,610164992,8.0,0.08,-0.101,0.12354,3.13,0.2617,,0.093660004,42.777881310953944
CMOU.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Office,0.2027717413145502,0.2077173888683319,0.2027717413145502,0.2077173888683319,581000,0.0,-0.0666666488119573,-0.2222222594195299,0.6030534158016421,-0.4473684377450525,0.6785142687995086,41.932127802468,0.2269263026118278,0.1916588584333657,0.915351752871266,1.083787050419844,1473853.9682539685,0.3942045904916168,-0.4399999967861524,-0.4931833055318473,196356640,17.08772,-0.0,0.049,-0.027139999,1.33,0.0,86.16,-0.0057099997,37.40206339524672
A50.SI,2024-12-30 00:00:00+08:00,Healthcare,Medical Care Facilities,0.0469999983906745,0.0480000004172325,0.0460000000894069,0.0469999983906745,810000,0.0,0.0,-0.0600000461935996,-0.0600000461935996,-0.2033898626138208,0.2697975893897557,46.39450554672225,0.0477399989962577,0.0497399997897445,0.9844993585852144,0.9449135221018838,2178506.3492063493,0.3718143857120686,-0.2295082317616672,-0.7086043089920002,1533581824,36.9000005,-0.0,0.069,-0.09567001,1.155,0.0,195.534,-0.07532,37.088657504987175
