Ticker,Date,Sector,Industry,Open,High,Low,Price,Vol,Change%,Return_1M,Return_3M,Return_6M,Return_1Y,Volatility,RSI_14,SMA_50,SMA_200,Price_to_SMA50,Price_to_SMA200,Avg_Volume_3M,Volume_Trend,Max_Drawdown,Sharpe_Ratio,Market_Cap,PE_Ratio,EPS,Revenue_Growth,Profit_Margin,Dividend_Yield,Payout_Ratio,Debt_to_Equity,ROE
S68.SI,2024-12-30 00:00:00+08:00,Financial Services,Financial Data & Stock Exchanges,12.156807353257443,12.166501998901367,12.108335049570131,12.166501998901367,1180600,0.399994459605324,-0.0225856797466377,0.1162113408804343,0.3517636552743091,0.3303440613846671,0.1561199102313466,56.8427164454441,11.725498046875,10.061023330688476,1.03761067975649,1.2092708265361722,2321552.698412698,0.5085389622243789,-0.0233462880121678,1.9067022649594647,19304378368,29.557377,0.61,0.079,0.45676997,2.47,0.64769995,29.888,0.30133
T82U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Diversified,1.0937393534116624,1.1030875444412231,1.0937393534116624,1.1030875444412231,3175600,0.8546966626851837,0.0260869401296102,-0.1008436554529087,0.1323343580389506,-0.0015709012845157,0.2135725709752215,49.41549088302881,1.1010576367378235,1.0652309715747834,1.001843598042164,1.0355383704347936,8756344.444444444,0.3626627550055769,-0.1270964109179064,0.0983727662337943,4211990784,28.599998,0.05,0.165,0.29666,5.8,1.2045,62.067,0.02769
U10.SI,2024-12-30 00:00:00+08:00,Financial Services,Capital Markets,1.5508618541429884,1.5602043867111206,1.5508618541429884,1.5602043867111206,32500,1.212114697458122,0.0437499656082569,0.0915031927524805,0.2370369999302461,0.3419758609400165,0.1491646690317212,59.34672010319039,1.5086336421966553,1.341503296494484,1.034183742873038,1.1630268749902666,123600.0,0.2629449838187702,-0.0118344066442949,2.0469197803635595,3039467264,14.181818,0.22,0.078,0.31995,3.86,0.53169996,75.521,0.10142
U11.SI,2024-12-30 00:00:00+08:00,Financial Services,Banks - Regional,33.833370110983864,34.10538864135742,33.76771095925996,34.10538864135742,1738900,0.9439171919903178,-0.0038356768195202,0.130245671832645,0.1835321270792924,0.3569279794171833,0.1560667405700524,52.44777792554824,33.13400485992432,29.584129037857057,1.0293168237748402,1.152827199939359,2503589.8412698414,0.6945626521307562,-0.0265060154380147,2.034294119987331,60712742912,13.298182,2.75,-0.018,0.39793,3.86,0.6436,52.7045,0.09255999
U14.SI,2024-12-30 00:00:00+08:00,Real Estate,Real Estate - Development,5.001230855634418,5.04000005124668,4.991538787813987,5.010923385620117,600000,0.1938056743197025,-0.0281954297941261,-0.0701438433552117,-0.0076774518383995,-0.1408209445839392,0.1761091387209455,38.42548215466719,5.165612363815308,5.248480596542358,0.9700540870471088,0.9547379081331192,783984.126984127,0.7653216172986982,-0.1815465590418441,-0.7736690483212895,9472057344,21.980392,0.51,0.218,0.14105,1.69,0.35119998,32.744,0.0372
U77.SI,2024-12-30 00:00:00+08:00,Technology,Software - Application,0.2199999988079071,0.2199999988079071,0.2199999988079071,0.2199999988079071,0,0.0,-0.043478283404402,-0.0833333178112897,-0.0998588205110946,-0.1802286061651414,0.3713115501851005,41.06864300773529,0.2300999999046325,0.2412373729795217,0.956106036067312,0.911964825726164,155336.50793650793,0.0,-0.2713142536527938,-0.3513889216902125,73284912,24.340625,-0.0,-0.299,-0.00349,3.16,2.4174001,7.423,-0.0019400001
U96.SI,2024-12-30 00:00:00+08:00,Utilities,Utilities - Diversified,5.253030730441206,5.329857892894604,5.243427621336582,5.320254325866699,2648900,1.651365882643829,0.0715667196237035,0.0,0.2071084645623502,0.0871817408051418,0.2287859777492765,58.87886701585984,5.088814096450806,4.895471959114075,1.0454801894958812,1.0867704626439116,2827510.9523809524,0.9368310307585016,-0.0229277902942229,0.4789167182341802,10810240000,10.857142,0.56,,0.16968,4.12,0.4109,165.411,0.17701
V03.SI,2024-12-30 00:00:00+08:00,Technology,Electronic Components,12.261029288099015,12.335848619395188,12.242324901233363,12.270381927490234,199100,-0.606054238737308,0.021011618560653,-0.0655270630440304,-0.0633003288604852,0.0141435450129263,0.1821184945654012,52.07103471126516,12.282352905273438,12.794388303756714,0.999025351422848,0.9590440462001126,572643.4126984127,0.3476858295842436,-0.1410072539944905,0.1680222418892537,4529597440,19.432098,0.81,-0.088,0.08967,4.44,0.9259,0.902,0.08402
Y92.SI,2024-12-30 00:00:00+08:00,Consumer Defensive,Beverages - Wineries & Distilleries,0.5031413505748751,0.5031413505748751,0.4985673427581787,0.4985673427581787,6118500,-0.909100386290662,-0.026785762072139,0.0186915409810191,0.2386363552226558,0.0959331201580846,0.2164242777521947,44.70621569621894,0.4943592602014541,0.4632271783053874,1.0085121952707223,1.0762912154292743,29150942.063492063,0.2098903008579836,-0.0840337211104072,0.5310895969869511,11434917888,11.375001,0.04,-0.053,0.07577,5.49,0.6107,108.676,0.14005
Z74.SI,2024-12-30 00:00:00+08:00,Communication Services,Telecom Services,2.971503257751465,2.981088743284753,2.961917772218176,2.971503257751465,9661900,0.0,0.0163934105375749,-0.016099375053484,0.1467044062329905,0.2958691207734671,0.1833592999044765,49.85924827817395,2.9674583053588868,2.687561621665955,1.0013631033619828,1.1056502793448515,22917000.26984127,0.4216040444313754,-0.0624005199780032,1.5055697378412676,83296387072,13.648649,0.37,0.009,0.47967,2.62,0.3325,41.804,0.13003999
