Ticker,Date,Sector,Industry,Open,High,Low,Price,Vol,Change%,Return_1M,Return_3M,Return_6M,Return_1Y,Volatility,RSI_14,SMA_50,SMA_200,Price_to_SMA50,Price_to_SMA200,Avg_Volume_3M,Volume_Trend,Max_Drawdown,Sharpe_Ratio,Market_Cap,PE_Ratio,EPS,Revenue_Growth,Profit_Margin,Dividend_Yield,Payout_Ratio,Debt_to_Equity,ROE
1D0.SI,2024-12-30 00:00:00+08:00,Consumer Cyclical,Restaurants,-0.5209491781438,-0.5209143501238499,-0.5208887200223806,-0.520326359312446,-0.6843634951931797,0.0,0.1869543601959032,0.20415700560892563,-0.5308438781670818,0.2095993959945785,-0.37821188717790516,0.6612338527179253,-0.5252202169695441,-0.5399686167938146,0.46569889158910804,0.4474670242403571,-0.6807532450394594,1.4140764750358346,1.107036480103287,0.3086932516501499,-0.4927269892660787,0.06457925289042232,-0.44055531540932213,0.40556900726392253,0.18452682443819104,0.6222509702457956,0.18103385775393316,0.09237665581447121,0.6349461687273951
1J4.SI,2024-12-30 00:00:00+08:00,Industrials,Aerospace & Defense,-0.5229355035144764,-0.5228867729622726,-0.522374059587604,-0.52229906298691,-0.7348111802641285,0.0,-0.46131089038656203,-0.28797090056553404,-1.417912223271551,-0.639023532606823,1.1805720699999331,0.6401960133274773,-0.5268829195837451,-0.5370547949412756,0.42051178916636545,0.16327558590543223,-0.7018420405643903,-1.34708258242451,-0.5962787483445455,-0.48322319007361314,-0.5061471840014263,0.240704504057506,-0.46274445675319825,0.26634382566585957,0.15226672486506243,0.35834411384217335,0.0,0.024184177974337452,0.47983429851122883
42R.SI,2024-12-30 00:00:00+08:00,Consumer Cyclical,Restaurants,-0.5259051874091897,-0.5258356716791199,-0.5253504477748393,-0.5252483815716609,-0.7340824015070843,0.0,-0.11873245522115283,0.050529278651922395,-0.048697507568136796,-0.09347830772048633,-0.2682328718189649,0.5329094813034689,-0.5295089381470552,-0.545138807787324,0.3644107056880719,0.4376587752261869,-0.694684545736546,-1.2408518507515487,0.785223337670486,-0.08762502901419003,-0.5043428389261794,0.23483368583530337,-0.46274445675319825,0.3861985472154964,0.13905079540126608,0.3117723156532988,0.1726237946784601,0.14248102950354644,0.5921229708133569
546.SI,2024-12-30 00:00:00+08:00,Healthcare,Medical Instruments & Supplies,-0.5389695768222781,-0.5383724059173847,-0.5385544016410839,-0.5383322483525195,0.9306642140284102,-0.7194259257909064,0.6282430512432355,-0.3655440643850252,-0.6988123085011433,-1.2167338471844225,1.2744276223505613,0.4337841038114405,-0.5432440810807896,-0.5583566570035053,0.4482973247612829,0.3178937891614708,-0.3969394621750358,5.295631588912225,-1.4379896991556818,-0.9749332919219983,-0.5081091011251828,0.345205492287484,-1.738620084026075,0.9612590799031477,0.05495873408722937,0.10802069857697286,0.0,0.02661435266424941,0.38810034485659006
5DD.SI,2024-12-30 00:00:00+08:00,Technology,Semiconductor Equipment & Materials,-0.3814159794824607,-0.3792563783277918,-0.38053504421566214,-0.3786482180764256,-0.7325438685755465,1.807235532794116,0.36295684086870345,0.7306103499789959,-0.03229191169119326,-0.4932944350587719,0.4448667251024345,0.7508439070883417,-0.3846175980882691,-0.3943916060597027,0.5089884430112557,0.533867751820247,-0.7009167331663567,-0.055901049701198156,-0.16420596432016216,-0.4734719050198943,-0.5006072322899845,0.1385518583805975,-0.3628933207057558,0.5665859564164649,0.25622994425602863,0.36093143596377747,0.15246864351482636,0.005335628011921989,0.7122971023635293
5OI.SI,2024-12-30 00:00:00+08:00,Consumer Cyclical,Restaurants,-0.5179934927127438,-0.5179793518937141,-0.5174208918118511,-0.5173909431935756,-0.7348111802641285,0.0,1.8682243064739308,-0.09851183469583563,0.7120822770921599,-0.2094107672412823,3.5389028591712917,0.9482930668438081,-0.5233577703238579,-0.539847572075626,0.6042505143170569,0.6324941084386155,-0.6999293163735336,-1.34708258242451,-0.1476474281600198,-0.016363118878669314,-0.5096185363684396,0.12133073053871601,-0.5293118807848266,0.2070217917675545,0.0055368286132591316,0.4670116429495472,0.0,0.215681443246103,0.0
9CI.SI,2024-12-30 00:00:00+08:00,Real Estate,Real Estate Services,-0.2793685233546728,-0.2778992293151437,-0.2782572080133416,-0.2772766377055854,1.1597976536042713,1.532577821331671,-0.7713807294026362,-1.4537355139046717,-0.7234381287970031,-0.6220522619983887,-0.18478306298504116,0.2246654884151933,-0.2631487079041914,-0.25421194200937913,0.19315608395767825,0.2874217573259241,0.41354770334453056,0.7245823070581361,-0.348788449339375,-0.7723014460621315,-0.006782488426479805,1.0,-0.44055531540932213,0.09322033898305088,0.15674816936142721,0.517464424320828,1.0,0.07717524398678724,0.44958575153503233
A17U.SI,2024-12-30 00:00:00+08:00,Real Estate,REIT - Industrial,-0.29512321968458993,-0.2956678158760551,-0.2960684554339381,-0.29604905579586893,1.0643546282372969,0.0,-0.6455761256434178,-0.9620129005413892,-0.4923891100540796,-0.5741039268054485,-0.7158881541254847,0.26258957447870235,-0.2893902106287976,-0.2736810019928247,0.2894791060171764,0.27152687490027594,0.7085410076960926,0.20909751424265094,-0.12820834311075432,-0.9155311734934158,-0.0802842333736377,0.089443981799287,-0.2852313260021893,0.4673123486682809,0.4933841986472338,0.38809831824062097,0.21609994683293457,0.09193514697991696,0.5142673900243923
A50.SI,2024-12-30 00:00:00+08:00,Healthcare,Medical Care Facilities,-0.5490732396227233,-0.5487325139023432,-0.5486808738366222,-0.5482575533853659,-0.5161775531508672,0.0,-0.11873245522115283,-0.5486170445988399,-1.1707859548496007,-0.985891022022127,0.1904987368551656,0.2594741323149401,-0.5530764459747585,-0.5694385686867041,0.30287733660494087,0.21878688743820796,-0.42265745068399,-0.395087469172733,-0.9979436101027689,-1.1106853811866555,-0.45469942004446007,0.345205492287484,-0.47383902742513634,0.47457627118644075,0.027857407209486415,0.10802069857697286,0.0,0.24452210108175915,0.3575994616872739
AIY.SI,2024-12-30 00:00:00+08:00,Technology,Software - Application,0.2485412370796532,0.24535062439867808,0.24757364217257896,0.2438870933201022,-0.6728379941095547,0.0,-0.17243415352203584,0.18106720122447198,-0.7106051260529044,-0.5153583564114905,0.07051964643363598,0.11118318417286344,0.26709535183757105,0.3102433195186565,0.33107061701890395,0.3833768831297142,-0.6276339808384205,-0.34390165014912366,0.11657311916124433,-0.5671445778865658,-0.4134883490992896,0.2344667347453385,-0.11881276592311846,0.9443099273607749,0.2562456883817724,0.10608020698576973,0.05589791923439426,0.05239071405611539,0.7314324165194717
