Date,Open,High,Low,Price,Vol,Change%,Return_1M,Return_3M,Return_6M,Return_1Y,Volatility,RSI_14,SMA_50,SMA_200,Price_to_SMA50,Price_to_SMA200,Avg_Volume_3M,Volume_Trend,Max_Drawdown,Sharpe_Ratio
2020-01-02 00:00:00+08:00,2.1306920841123063,2.159388366038642,2.1306920841123063,2.137866497039795,7988210,,,,,,,,,,,,,,0.0,
2020-01-03 00:00:00+08:00,2.137866497039795,2.145040225075474,2.123518356076627,2.137866497039795,7439032,0.0,,,,,,,,,,,,,0.0,
2020-01-06 00:00:00+08:00,2.13069213237819,2.159388414954573,2.123518404180007,2.145040273666382,8501707,0.3355577458424186,,,,,,,,,,,,,0.0,
2020-01-07 00:00:00+08:00,2.152214891405097,2.166563034057617,2.152214891405097,2.166563034057617,6828089,1.0033732538945683,,,,,,,,,,,,,0.0,
2020-01-08 00:00:00+08:00,2.1450404140920463,2.1952592543342195,2.1378666854242327,2.188084840774536,18107865,0.9933616690861902,,,,,,,,,,,,,0.0,
2020-01-09 00:00:00+08:00,2.1952595710754395,2.216781445076016,2.188085156480602,2.1952595710754395,16165120,0.3279000049359881,,,,,,,,,,,,,0.0,
2020-01-10 00:00:00+08:00,2.188084729367909,2.202432870864868,2.166562859568388,2.202432870864868,10214955,0.3267631711503904,,,,,,,,,,,,,0.0,
2020-01-13 00:00:00+08:00,2.202432949297302,2.216781091305223,2.195259220739272,2.2096073627471924,11946278,0.3257530332584801,,,,,,,,,,,,,0.0,
2020-01-14 00:00:00+08:00,2.2239555047551134,2.2239555047551134,2.195259220739272,2.2096073627471924,11047231,0.0,,,,,,,,,,,,,0.0,
2020-01-15 00:00:00+08:00,2.21678113937378,2.2239555529792394,2.202432997054734,2.21678113937378,8451999,0.3246629581134419,,,,,,,,,,,,,0.0,
2020-01-16 00:00:00+08:00,2.223955330673133,2.2526509275509445,2.209607189788325,2.245477199554444,12625575,1.294492255954971,,,,,,,,,,,,,0.0,
2020-01-17 00:00:00+08:00,2.245477485688981,2.2526512145996094,2.2311293429758314,2.2526512145996094,9973501,0.3194873253039132,,,,,,,,,,,,,0.0,
2020-01-20 00:00:00+08:00,2.2526512145996094,2.2526512145996094,2.2311293429758314,2.2526512145996094,7922341,0.0,,,,,,,,,,,,,0.0,
