Date,Open,High,Low,Price,Vol,Change%,Return_1M,Return_3M,Return_6M,Return_1Y,Volatility,RSI_14,SMA_50,SMA_200,Price_to_SMA50,Price_to_SMA200,Avg_Volume_3M,Volume_Trend,Max_Drawdown,Sharpe_Ratio
2020-01-02 00:00:00+08:00,3.0927072671592395,3.1064121173053905,3.074434476672518,3.10184383392334,3302992,,,,,,,,,,,,,,0.0,
2020-01-03 00:00:00+08:00,3.1064121173053905,3.124685250833591,3.0972755505412897,3.10184383392334,4200788,0.0,,,,,,,,,,,,,0.0,
2020-01-06 00:00:00+08:00,3.088139326818669,3.10184383392334,3.0835710434366184,3.10184383392334,3169764,0.0,,,,,,,,,,,,,0.0,
2020-01-07 00:00:00+08:00,3.106411916708794,3.124685049057007,3.097275350534688,3.124685049057007,4008662,0.7363754062620353,,,,,,,,,,,,,0.0,
2020-01-08 00:00:00+08:00,3.097275350534688,3.124685049057007,3.079002561227932,3.124685049057007,5828977,0.0,,,,,,,,,,,,,0.0,
2020-01-09 00:00:00+08:00,3.12925333214406,3.1383898983181666,3.110980199795847,3.124685049057007,3677953,0.0,,,,,,,,,,,,,0.0,
2020-01-10 00:00:00+08:00,3.1383897703275063,3.1383897703275063,3.1155483558237647,3.133821487426758,2734961,0.2923954967080089,,,,,,,,,,,,,0.0,
2020-01-13 00:00:00+08:00,3.1338211930856907,3.138389475557368,3.110979780727306,3.1292529106140137,2233543,-0.1457829308744496,,,,,,,,,,,,,-0.0014578293087445413,
2020-01-14 00:00:00+08:00,3.133821487426758,3.1383897703275063,3.120116638724513,3.133821487426758,3096850,0.1459957677836909,,,,,,,,,,,,,0.0,
2020-01-15 00:00:00+08:00,3.1338211930856907,3.138389475557368,3.12011634567066,3.1292529106140137,1453858,-0.1457829308744496,,,,,,,,,,,,,-0.0014578293087445413,
2020-01-16 00:00:00+08:00,3.120116838680113,3.1292534050671352,3.10641198909958,3.110980272293091,3416693,-0.5839297379558017,,,,,,,,,,,,,-0.00728861398944021,
2020-01-17 00:00:00+08:00,3.124685049057007,3.124685049057007,3.106411916708794,3.124685049057007,2401417,0.4405292083004442,,,,,,,,,,,,,-0.002915430379939441,
2020-01-20 00:00:00+08:00,3.124684993668918,3.124684993668918,3.11098014465069,3.120116710662842,2142047,-0.146201563435766,,,,,,,,,,,,,-0.0043731836095007685,
2020-01-21 00:00:00+08:00,3.110980217011259,3.115548500123592,3.09727536767426,3.106411933898926,3232756,-0.4392392347722373,,,,,,44.58196925054301,,,,,,,-0.008746367219001537,
2020-01-22 00:00:00+08:00,3.1064121173053905,3.120116967451541,3.0972755505412897,3.10184383392334,3450236,-0.1470539024697958,,,,,,41.662255282886456,,,,,,,-0.01020404436937965,
2020-01-23 00:00:00+08:00,3.097275408438037,3.1018436916104943,3.079002618789673,3.079002618789673,4892756,-0.7363754062620353,,,,,,30.80036872474774,,,,,,,-0.01749265835881986,
2020-01-24 00:00:00+08:00,3.0790026739295704,3.0972754639051705,3.0790026739295704,3.083570957183838,3163150,0.1483707212941887,,,,,,34.47964559469759,,,,,,,-0.016034905129258533,
2020-01-28 00:00:00+08:00,3.060729375985132,3.074434225009448,3.0470245269608145,3.0698659420013428,9814962,-0.4444527261669218,,,,,,29.42509546138284,,,,,,,-0.020408164817942515,
2020-01-29 00:00:00+08:00,3.0607294860998446,3.079002618789673,3.0607294860998446,3.079002618789673,3543937,0.2976246181738418,,,,,,36.145629251971606,,,,,,,-0.01749265835881986,
2020-01-30 00:00:00+08:00,3.065297253206975,3.074433818013681,3.0470241235935625,3.056160688400269,5649134,-0.7418613498413551,,,,,,28.76968262096065,,,,,,,-0.02478150058580957,
2020-01-31 00:00:00+08:00,3.056160871101133,3.065297436454034,3.0470243057482325,3.0515925884246826,5878741,-0.1494718518212923,,,,,,27.558512286952194,,,,,,,-0.026239177736187825,
2020-02-03 00:00:00+08:00,3.047024194145481,3.05159247665461,3.0378879721686376,3.0424559116363525,6159528,-0.2994068350731793,-0.019146006526018722,,,,,25.267295132531913,,,,,,,-0.02915468419531048,
2020-02-04 00:00:00+08:00,3.0470242500305176,3.065297380402177,3.0424559674376024,3.0470242500305176,6255119,0.1501529858392691,-0.01767322496809398,,,,,28.46955164916173,,,,,,,-0.027696930965749152,
2020-02-05 00:00:00+08:00,3.056161092977025,3.0698659420013428,3.05159280996892,3.0698659420013428,3813858,0.7496393233692222,-0.010309317178469946,,,,,41.8795587364229,,,,,,,-0.020408164817942515,
2020-02-06 00:00:00+08:00,3.0698661074210354,3.101843747159438,3.0698661074210354,3.083570957183838,3654173,0.4464369272607404,-0.013157835502677795,,,,,48.15933999040273,,,,,,,-0.016034905129258533,
2020-02-07 00:00:00+08:00,3.074434408587523,3.0881392584301723,3.05616127546399,3.065297842025757,4953229,-0.5925959029906558,-0.019005821738473205,,,,,41.69122125385453,,,,,,,-0.02186584196832063,
2020-02-10 00:00:00+08:00,3.05159280996892,3.0698659420013428,3.05159280996892,3.0698659420013428,1910079,0.1490263005753167,-0.017543882405750888,,,,,43.725980752116214,,,,,,,-0.020408164817942515,
2020-02-11 00:00:00+08:00,3.06986607002884,3.083570919624712,3.056161220432968,3.060729503631592,2014488,-0.2976168517571986,-0.023323595197881963,,,,,40.669157508045366,,,,,,,-0.023323595197881956,
