Date,Open,High,Low,Price,Vol,Change%,Return_1M,Return_3M,Return_6M,Return_1Y,Volatility,RSI_14,SMA_50,SMA_200,Price_to_SMA50,Price_to_SMA200,Avg_Volume_3M,Volume_Trend,Max_Drawdown,Sharpe_Ratio,Market_Cap,PE_Ratio,EPS,Revenue_Growth,Profit_Margin,Dividend_Yield,Payout_Ratio,Debt_to_Equity,ROE,Sector,Industry,Ticker
2020-01-02 00:00:00+08:00,42.07883112730772,42.53924570435773,42.0561887314681,42.53169631958008,71900,,,,,,,,,,,,,,0.0,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-03 00:00:00+08:00,42.41848322179668,42.599628154525725,42.37319554899102,42.38074493408203,120500,-0.3549150364561271,,,,,,,,,,,,,-0.0035491503645612,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-06 00:00:00+08:00,42.27507317707533,42.426029205322266,42.086378861578346,42.426029205322266,103300,0.1068510506614828,,,,,,,,,,,,,-0.0024844321624004,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-07 00:00:00+08:00,42.554339228238206,42.65245819091797,42.410929717904445,42.65245819091797,95500,0.5337029880875477,,,,,,,,,,,,,0.0,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-08 00:00:00+08:00,42.04108734263576,42.58452492643744,42.04108734263576,42.516597747802734,71800,-0.318528987255795,,,,,,,,,,,,,-0.0031852898725579,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-09 00:00:00+08:00,42.69020445151298,43.53555420799682,42.01845024653586,42.13921737670898,153400,-0.8876071724559842,,,,,,,,,,,,,-0.0120330887357455,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-10 00:00:00+08:00,42.2599786290973,42.35809759653068,41.90523240750176,42.31281280517578,264100,0.4119569353054686,,,,,,,,,,,,,-0.007963090526269,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-13 00:00:00+08:00,42.448675949660455,42.448675949660455,41.89013948959721,42.13921737670898,422700,-0.4102668127172304,,,,,,,,,,,,,-0.0120330887357455,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-14 00:00:00+08:00,42.3354592977451,43.73934555053711,42.3354592977451,43.73934555053711,423700,3.797242268463563,,,,,,,,,,,,,0.0,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-15 00:00:00+08:00,43.339317877363335,43.65632588953101,43.2562947801085,43.61103820800781,165600,-0.2933453642580241,,,,,,,,,,,,,-0.0029334536425801,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-16 00:00:00+08:00,43.24873373629988,43.39214324951172,42.56943597203396,43.39214324951172,194700,-0.5019255846468229,,,,,,,,,,,,,-0.0079379857347025,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-17 00:00:00+08:00,43.399696098857824,43.82237243652344,42.99966503878391,43.82237243652344,203900,0.9914909815305296,,,,,,,,,,,,,0.0,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-20 00:00:00+08:00,43.7544423622423,44.4941237937219,43.573294537743614,43.82237243652344,80300,0.0,,,,,,,,,,,,,0.0,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-21 00:00:00+08:00,43.78463152042114,43.85256159509552,43.09778426726773,43.399696350097656,145200,-0.9645212317932472,,,,,,59.85225934995172,,,,,,,-0.0096452123179324,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-22 00:00:00+08:00,43.06005048741605,43.44498857731015,42.7958795467023,43.339317321777344,204000,-0.1391231584508045,,,,,,58.51803865013893,,,,,,,-0.0110230251784245,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-23 00:00:00+08:00,43.12043066591166,43.21100314141628,42.41848750244496,42.7430419921875,260300,-1.3758300001883603,,,,,,47.30340829229147,,,,,,,-0.024629667092975,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-24 00:00:00+08:00,42.52415750502825,42.96947627231061,42.31282076097804,42.76568603515625,530700,0.0529771441463822,,,,,,47.713214897759165,,,,,,,-0.0241129437457498,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-28 00:00:00+08:00,40.90892728992783,42.22978746981044,40.85609311307226,41.9354248046875,462200,-1.941419178418469,,,,,,36.503858622015045,,,,,,,-0.0430590022155732,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-29 00:00:00+08:00,42.26752771982543,42.32036189913547,41.90523497059369,42.09392929077149,145100,0.377972768422441,,,,,,39.42945851802346,,,,,,,-0.039442025834078,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-30 00:00:00+08:00,42.18450113552948,42.79587176040918,41.7844701040169,42.14676284790039,230300,0.1255134838183957,,,,,,40.41496117771343,,,,,,,-0.0382363960566069,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-01-31 00:00:00+08:00,42.08637486009963,42.8637973239194,42.07882835506583,42.19959259033203,523200,0.1253470939684975,,,,,,41.44095246807217,,,,,,,-0.0370308533282171,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-03 00:00:00+08:00,42.199593023829244,43.82236515118244,42.184497134360086,42.65245819091797,431300,1.073151594097821,0.0028393382297873,,,,,49.47266830652711,,,,,,,-0.0266967345800386,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-04 00:00:00+08:00,43.746897939424414,43.746897939424414,42.96947812942819,43.24874496459961,279100,1.3980126796270032,0.0204809998471626,,,,,57.69946424432712,,,,,,,-0.0130898315182439,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-05 00:00:00+08:00,43.73933885405872,43.92803315206652,43.55819106110276,43.90538787841797,180700,1.518293569803797,0.0348691287119116,,,,,64.54543832295326,,,,,,,0.0,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-06 00:00:00+08:00,43.90539362920836,44.30542755126953,43.7091528004448,44.30542755126953,163700,0.9111402772692624,0.0387543750222474,,,,,67.94868705894088,,,,,,,0.0,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-07 00:00:00+08:00,44.07899642884049,44.07899642884049,43.30912322061365,43.77708435058594,289400,-1.1925022054514731,0.0296469301297361,,,,,59.78623706085604,,,,,,,-0.0119250220545147,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-10 00:00:00+08:00,42.29017208426855,44.10163879394531,42.29017208426855,44.10163879394531,302500,0.7413797610644979,0.04656995405712,,,,,62.74670445412088,,,,,,,-0.0045996341438844,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-11 00:00:00+08:00,43.248739653263954,43.90539511233359,43.18080957961903,43.77708435058594,157000,-0.7359237711681899,0.0346058663637469,,,,,58.13749378841527,,,,,,,-0.0119250220545147,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-12 00:00:00+08:00,43.92803935121908,44.003515929374906,43.70915324362152,43.784629821777344,220600,0.0172361209142657,0.0390470575274093,,,,,58.21434422673226,,,,,,,-0.0117547162565924,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-13 00:00:00+08:00,43.807273243553865,43.9204881059934,43.77708146187128,43.860107421875,125900,0.1723837803468519,0.0027609437182447,,,,,59.02467060797341,,,,,,,-0.010051141677376,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-14 00:00:00+08:00,43.77708372666035,44.37335848912896,43.70160714779591,43.82991790771485,128900,-0.0688313730510703,0.0050189059628222,,,,,58.53570721048655,,,,,,,-0.0107325370690628,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-17 00:00:00+08:00,43.77708435058594,43.90539511233359,43.73934606061586,43.77708435058594,59800,-0.1205422224156427,0.0088712165900806,,,,,57.63584940766415,,,,,,,-0.0119250220545147,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-18 00:00:00+08:00,43.77708435058594,43.82991853239344,43.02985354049175,43.77708435058594,191500,0.0,-0.0010334466944503,,,,,57.63584940766415,,,,,,,-0.0119250220545147,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-19 00:00:00+08:00,43.79217735271257,43.89029920355759,43.66386372018497,43.860107421875,168385,0.1896496135379344,0.0008610895132667,,,,,58.79039161709998,,,,,,,-0.010051141677376,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-20 00:00:00+08:00,43.77708435058594,43.85256093052609,43.64122420329608,43.77708435058594,206100,-0.1892906245999137,0.0086956368875017,,,,,57.11413839792627,,,,,,,-0.0119250220545147,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-21 00:00:00+08:00,43.77708022726676,43.82991440409786,43.565743519942345,43.64122009277344,198900,-0.3103547434188169,0.0069660250703671,,,,,54.38153956180754,,,,,,,-0.0149915596171029,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-24 00:00:00+08:00,43.26383612254543,43.54310292714774,42.90154335135261,43.165714263916016,136000,-1.0895795943527298,0.0098886801694126,,,,,46.073172505723576,,,,,,,-0.025724010586167,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-25 00:00:00+08:00,43.02230936567663,44.078998817585074,42.54679882439311,43.09778594970703,316600,-0.1573663620939247,0.0077655696737279,,,,,45.015131797080144,,,,,,,-0.0272571932674622,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-26 00:00:00+08:00,42.53169487265895,42.84870279986238,42.27507050463582,42.41093063354492,138600,-1.5937136932361984,0.0113390011207008,,,,,36.01022527847519,,,,,,,-0.0427599285783288,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-27 00:00:00+08:00,42.35054756687127,43.02229878903823,42.06373143542202,42.20713806152344,260400,-0.4805189817275401,0.0026894322449666,,,,,33.84678048535869,,,,,,,-0.0473596488222122,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-02-28 00:00:00+08:00,41.51274831119009,41.51274831119009,40.62211093526482,41.05988311767578,489700,-2.7181538397020755,-0.0257879765083489,,,,,24.810163486752412,,,,,,,-0.0732538791063026,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-02 00:00:00+08:00,41.24103207373215,41.24858145926828,40.048485412002606,40.07867431640625,285600,-2.389701886041496,-0.0502592120856562,,,,,19.91330062280278,,,,,,,-0.0954003486361157,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-03 00:00:00+08:00,40.0031958088649,40.14660245542443,39.369182778988495,39.59561538696289,445000,-1.2052767155664612,-0.0716686196671771,,,,,18.026904730221148,,,,,,,-0.1063032776031,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-04 00:00:00+08:00,39.24841874884945,40.08622199436016,39.08236682509148,39.41447067260742,359300,-0.4574868014682098,-0.0886563134983605,,,,,17.36267772105745,,,,,,,-0.1103918221532197,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-05 00:00:00+08:00,39.53523305744251,40.229626743581896,39.338989360579326,39.57297134399414,262600,0.4021382722688038,-0.098676193145613,,,,,20.135606337787564,,,,,,,-0.1068143671968647,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-06 00:00:00+08:00,39.5956198296785,39.98810440452027,38.501192075883736,39.54278564453125,200200,-0.0762785771138974,-0.1074956764885527,,,,,19.997979417527432,,,,,,,-0.1074956764885527,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-09 00:00:00+08:00,39.23331953033465,39.23331953033465,37.73886098099676,37.82943344116211,251000,-4.332907192657776,-0.135862198171821,,,,,14.10493364781604,,,,,,,-0.1461670605167618,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-10 00:00:00+08:00,37.47468817741766,37.920006829247626,36.12363633280261,36.606693267822266,502100,-3.232245535058376,-0.1699470979103847,,,,,11.500356540130085,,,,,,,-0.1737650375800665,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-11 00:00:00+08:00,36.90861033539964,38.46344969755741,36.83313087945952,37.47469329833984,444700,2.3711511557930054,-0.1439655277581716,,,,,22.4481937620577,,,,,,,-0.1541737577190803,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
2020-03-12 00:00:00+08:00,37.701127264026326,38.17663777619248,36.21421503985032,37.36147689819336,495500,-0.3021142808165233,-0.1466988061730574,,,,,22.064786074615327,42.2720565032959,,0.8838339079926317,,,,-0.1567291195879047,,21691086848,19.551723,3.77,-0.074,0.03241,3.19,0.5968,33.215,0.060960002,Industrials,Conglomerates,J36.SI
