Quarter,Snapshot_Date,Factor_Return,ML_Return,Hybrid_Return,STI_Return,Random_Return,Momentum_Return,Dividend_Return,Factor_WinRate,ML_WinRate,Hybrid_WinRate,Random_WinRate,Momentum_WinRate,Dividend_WinRate,Factor_Sharpe,ML_Sharpe,Hybrid_Sharpe,Random_Sharpe,Momentum_Sharpe,Dividend_Sharpe,Factor_MaxDD,ML_MaxDD,Hybrid_MaxDD,Random_MaxDD,Momentum_MaxDD,Dividend_MaxDD,Factor_Vol,ML_Vol,Hybrid_Vol,Random_Vol,Momentum_Vol,Dividend_Vol,Factor_P5,ML_P5,Hybrid_P5,Random_P5,Momentum_P5,Dividend_P5
2023 Q1,2023-03-31,0.08930638727100558,0.05652376179876042,0.08930638727100558,-0.012843994874039586,-0.0013954140369556085,0.0140119741880749,0.013400671205010706,0.9,0.6,0.9,0.4,0.6,0.5,2.2025615280051274,1.0550665453812296,2.2025615280051274,0.18046568174793293,0.42493937695300976,0.34404174310236174,-0.034175580626259174,-0.052945152249213506,-0.034175580626259174,-0.046959507550475774,-0.06948428939001355,-0.052081817106985624,0.08160779573482582,0.13703624203780765,0.08160779573482582,0.0878604486974053,0.12546042273975455,0.09338414578025755,0.2,0.6,0.6,0.4,0.6,0.0
2023 Q2,2023-06-30,0.004831048374251015,-0.019379917480607446,0.1138106279989698,0.030681248179368823,0.11007505988091246,-0.05771260525078228,0.08306505968160732,0.5,0.3,0.7,0.6,0.2,0.8,0.22998457927026456,-0.15527457466083724,2.0607696673613503,1.5455343815943934,-0.733978462798903,1.5314246321119924,-0.07735777161669362,-0.07610625308808833,-0.07068258808870888,-0.09497315034335728,-0.1546337974286742,-0.08105371237546927,0.09153251226882707,0.09349498320090077,0.09911201757660273,0.13017706481185023,0.12610270801855925,0.11311228807809076,0.2,0.2,0.4,0.4,0.4,0.4
2023 Q3,2023-09-29,0.0604225441154667,0.04323615464596704,0.18514729864327675,-0.027725145033075074,-0.05227203875008033,0.005666338391304998,0.035394125524146634,0.8,0.7,1.0,0.5,0.7,0.7,1.2834118816630435,1.0603997819825566,2.255097219331982,-0.08972443356471957,0.06046376685718374,0.6536812850694415,-0.059332600933095246,-0.08243484241187883,-0.08382510750066853,-0.16961893133063774,-0.08391899048271666,-0.06051463091043846,0.10136805930133437,0.11519651328617372,0.16728829268257717,0.176838123140115,0.12370394944458094,0.12934119631825303,0.6,0.4,0.6,0.2,0.4,0.4
2023 Q4,2023-12-29,0.12411441883208767,-0.033999577030851026,0.14642204380030394,-0.04243242225707201,-0.05746796424578153,-0.12398930224127058,-0.052543250942150975,0.8,0.4,0.7,0.5,0.3,0.4,2.2071997446073364,-0.9293438532842292,2.9912239933270426,-1.1284661001600087,-2.0809107664867965,-1.1014314312702806,-0.04445590769232338,-0.14619176553695834,-0.034837266783018836,-0.07227091775339757,-0.16297106438553344,-0.060514630910437656,0.09747383171439897,0.13823161092436714,0.08535289843553046,0.09449670516179264,0.136789541854759,0.1019487091920606,0.6,0.4,0.6,0.0,0.0,0.0
