Date,Open,High,Low,Price,Vol,Change%
2020-01-02 00:00:00+08:00,2.66659508199783,2.69054651260376,2.61869222078597,2.69054651260376,453600,
2020-01-03 00:00:00+08:00,2.6905472625727667,2.6905472625727667,2.658612012863159,2.658612012863159,122300,-1.1869149851528316
2020-01-06 00:00:00+08:00,2.650627866833189,2.6586116782557645,2.6107088097203097,2.634660243988037,326500,-0.9009125347826719
2020-01-07 00:00:00+08:00,2.6426436513919,2.69054651260376,2.634659841189924,2.69054651260376,478000,2.1211945161904167
2020-01-08 00:00:00+08:00,2.682563096991606,2.690546908367956,2.650627851486206,2.650627851486206,761600,-1.4836636694647964
2020-01-09 00:00:00+08:00,2.682563193606644,2.682563193606644,2.6506279469510656,2.674579381942749,244600,0.9036172483856353
2020-01-10 00:00:00+08:00,2.674579381942749,2.682563193606644,2.65861175861496,2.674579381942749,136400,0.0
2020-01-13 00:00:00+08:00,2.6745788921998064,2.69054651260376,2.6745788921998064,2.69054651260376,136800,0.5969959526650248
2020-01-14 00:00:00+08:00,2.690546877768093,2.7224823132593663,2.658611632625896,2.682563066482544,989100,-0.2967221002803
2020-01-15 00:00:00+08:00,2.6905470215839755,2.706514835357666,2.674579398159371,2.706514835357666,175200,0.8928688079840041
2020-01-16 00:00:00+08:00,2.706514835357666,2.706514835357666,2.6985310236453635,2.706514835357666,95700,0.0
2020-01-17 00:00:00+08:00,2.706514245534547,2.7144980555069598,2.698530435562134,2.698530435562134,292600,-0.2950066887210334
2020-01-20 00:00:00+08:00,2.698530435562134,2.7224818654793723,2.698530435562134,2.698530435562134,241400,0.0
2020-01-21 00:00:00+08:00,2.706514946276544,2.71449875831604,2.6985311342370477,2.71449875831604,133800,0.591741436133919
2020-01-22 00:00:00+08:00,2.706514690688268,2.7224823132593663,2.682563066482544,2.682563066482544,519300,-1.1764857779234195
2020-01-23 00:00:00+08:00,2.6905472985039425,2.79433705179534,2.6905472985039425,2.778369426727295,480200,3.5714485687889264
2020-01-24 00:00:00+08:00,2.778369426727295,2.79433705179534,2.7703856141932723,2.778369426727295,133400,0.0
2020-01-28 00:00:00+08:00,2.7783693248220107,2.8741750717163086,2.762401700339628,2.8741750717163086,1178400,3.448268760352202
2020-01-29 00:00:00+08:00,2.8821583136637687,2.922077557319989,2.858206881679473,2.8981261253356934,703500,0.833319231492835
2020-01-30 00:00:00+08:00,2.916982548974314,2.916982548974314,2.8202870840238514,2.876692771911621,1061900,-0.7395590287358367
2020-01-31 00:00:00+08:00,2.876692411807094,2.892808320614781,2.852518548595564,2.884750366210937,349400,0.280099229851416
2020-02-03 00:00:00+08:00,2.8847497726202453,2.8847497726202453,2.8444600088913936,2.8605759143829346,650100,-0.8380084499219675
2020-02-04 00:00:00+08:00,2.868634216735485,2.9008660316467285,2.82834444809643,2.9008660316467285,447900,1.4084617388133491
2020-02-05 00:00:00+08:00,2.9008660316467285,2.9008660316467285,2.8847501241911067,2.9008660316467285,348400,0.0
2020-02-06 00:00:00+08:00,2.9008660316467285,2.9089239853745394,2.8847501241911067,2.9008660316467285,469400,0.0
2020-02-07 00:00:00+08:00,2.8928076053031284,2.9008655577144618,2.85251784324646,2.85251784324646,209600,-1.6666811866807518
2020-02-10 00:00:00+08:00,2.852518905674005,2.876692771911621,2.852518905674005,2.876692771911621,358800,0.8474943889447362
2020-02-11 00:00:00+08:00,2.8766920537087186,2.892807960510254,2.852518193506416,2.892807960510254,118000,0.5601984597028764
2020-02-12 00:00:00+08:00,2.892808085182116,2.892808085182116,2.852518316441903,2.8686342239379883,507100,-0.8356495454334145
2020-02-13 00:00:00+08:00,2.9008660316467285,2.9008660316467285,2.8928080779189176,2.9008660316467285,418900,1.1235941982346231
2020-02-14 00:00:00+08:00,2.9008660316467285,2.9008660316467285,2.8847501241911067,2.9008660316467285,232000,0.0
2020-02-17 00:00:00+08:00,2.900866265166724,2.9169821739196777,2.88475035641377,2.9169821739196777,265800,0.5555631351855439
2020-02-18 00:00:00+08:00,2.9169818177572275,2.933097916659198,2.908923864364624,2.908923864364624,262300,-0.2762550154437715
2020-02-19 00:00:00+08:00,2.9250398740133203,3.0620250775076823,2.908923775603109,3.01367735862732,479600,3.6011081467605344
2020-02-20 00:00:00+08:00,3.013677980617305,3.0217359354271056,2.9411563873291016,2.9411563873291016,707700,-2.40639466897844
2020-02-21 00:00:00+08:00,2.941155670237399,2.973387481618069,2.941155670237399,2.9572715759277344,338600,0.5479201537211376
2020-02-24 00:00:00+08:00,2.957271696383222,2.97338760272999,2.925039883689688,2.949213743209839,444800,-0.2724752364134053
2020-02-25 00:00:00+08:00,2.9330982747894185,2.9492141835423724,2.908924219543201,2.9169821739196777,712100,-1.0928868538053527
2020-02-26 00:00:00+08:00,2.925039529800415,2.9411554341973813,2.9169813854851974,2.925039529800415,495700,0.27622232157524795
2020-02-27 00:00:00+08:00,2.9008659139110216,2.9008659139110216,2.8605761469071838,2.892807960510254,767400,-1.1019191009825513
2020-02-28 00:00:00+08:00,2.8364020662263933,2.852517971775211,2.747764585707896,2.763880491256714,1394100,-4.456827795468277
2020-03-02 00:00:00+08:00,2.755822540181722,2.771938445740477,2.699416678609328,2.747764587402344,934500,-0.5830897502750565
2020-03-03 00:00:00+08:00,2.7638809636449766,2.820286642706406,2.755823009493344,2.779996871948242,964700,1.1730366092376654
2020-03-04 00:00:00+08:00,2.779996732709519,2.8686342239379883,2.7397069639693057,2.8686342239379883,1986500,3.18839754404574
2020-03-05 00:00:00+08:00,2.8847495766912647,2.9492133863958645,2.8847495766912647,2.925039529800415,989800,1.966277380076531
2020-03-06 00:00:00+08:00,2.925040084946932,2.925040084946932,2.852518309279863,2.9008660316467285,734500,-0.826433212522637
2020-03-09 00:00:00+08:00,2.892807609321841,2.892807609321841,2.7477644657163403,2.7880542278289795,864600,-3.8889008519193635
2020-03-10 00:00:00+08:00,2.739707088261664,2.8605763999657845,2.659127355008803,2.8283445835113525,1697000,1.4451066008765112
2020-03-11 00:00:00+08:00,2.8283442270543606,2.8444601332504846,2.7235908367795543,2.820286273956299,1170700,-0.28491258109184514
2020-03-12 00:00:00+08:00,2.804170503355894,2.804170503355894,2.707474869386674,2.7316489219665527,1331100,-3.142849462065622
2020-03-13 00:00:00+08:00,2.691359318304872,2.691359318304872,2.433504580483977,2.578547954559326,2948300,-5.604708796070579
2020-03-16 00:00:00+08:00,2.4979677328050265,2.514083638788278,2.4012722969055176,2.4012722969055176,2216500,-6.875018839201886
2020-03-17 00:00:00+08:00,2.280403132796301,2.336809003840933,2.2239974538684493,2.2965190410614014,2948000,-4.362406378448213
2020-03-18 00:00:00+08:00,2.2965190410614014,2.2965190410614014,2.2965190410614014,2.2965190410614014,0,0.0
2020-03-19 00:00:00+08:00,2.248171068488852,2.248171068488852,2.0628379517494992,2.1031277179718018,2678900,-8.421063341160817
2020-03-20 00:00:00+08:00,2.111185828065657,2.336808919906616,2.1031278742225354,2.336808919906616,2446000,11.111127485884232
2020-03-23 00:00:00+08:00,2.2723449567913576,2.2723449567913576,2.119243843221738,2.215939283370972,1501000,-5.172422764479789
2020-03-24 00:00:00+08:00,2.336808919906616,2.35292482759286,2.2320553278292588,2.336808919906616,1993500,5.4545554313100375
2020-03-25 00:00:00+08:00,2.4979678552963374,2.4979678552963374,2.369040601108199,2.409330368041992,1716700,3.103439374849448
2020-03-26 00:00:00+08:00,2.417388205046419,2.425446158045237,2.3045766709462145,2.3851563930511475,1177100,-1.0033482876194544
2020-03-27 00:00:00+08:00,2.41738819658616,2.473793867380479,2.41738819658616,2.449620008468628,1223400,2.7026997309395284
2020-03-30 00:00:00+08:00,2.4335039887382037,2.4335039887382037,2.377098320581379,2.393214225769043,505100,-2.3026339801513473
2020-03-31 00:00:00+08:00,2.457678309288007,2.530200088404721,2.4012726305102805,2.489910125732422,1748000,4.040419738534129
2020-04-01 00:00:00+08:00,2.481852415198569,2.578548066138627,2.4657365053946925,2.473794460296631,1485500,-0.6472388408417129
