model_type,n_estimators,max_depth,min_samples_leaf,class_weight,n_features,feature_names,training_samples,cv_mean_accuracy,cv_mean_roc_auc,val_accuracy,val_roc_auc,test_accuracy,test_roc_auc
RandomForestClassifier,100,10,5,balanced,29,"['Open', 'High', 'Low', 'Price', 'Vol', 'Change%', 'Return_1M', 'Return_3M', 'Return_6M', 'Return_1Y', 'Volatility', 'RSI_14', 'SMA_50', 'SMA_200', 'Price_to_SMA50', 'Price_to_SMA200', 'Avg_Volume_3M', 'Volume_Trend', 'Max_Drawdown', 'Sharpe_Ratio', 'Market_Cap', 'PE_Ratio', 'EPS', 'Revenue_Growth', 'Profit_Margin', 'Dividend_Yield', 'Payout_Ratio', 'Debt_to_Equity', 'ROE']",654,0.623721881390593,0.6046256604128685,0.6727272727272727,0.526702786377709,0.6318181818181818,0.5301857585139319
